,name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,H,neo,pha,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,G,moid,class,n,per,ma
90,Aegina,2.592223971027503,0.1056781138834355,2.103166133128573,10.58637170532667,73.45951146728278,2.318282631005887,2.866165311049119,4.17365921830516,55866,0,2652,8.84,N,N,103.402,,0.048,6.025,,0.724,0.317,,Ch,CP,,1.33535,MBA,0.2361539914530442,1524.42902948596,167.557337853853
91,Undina,3.185736393419545,0.1045333129004502,9.932002849360668,101.5788858203573,239.1327349354538,2.852720814187868,3.518751972651222,5.6862108221306,54118,0,2216,6.61,N,N,126.42,,0.2509,15.941,,0.725,0.275,,Xc,X,,1.85836,MBA,0.173336218828103,2076.888502783201,179.6851600536565
92,Minerva,2.756118499068809,0.1390818480466787,8.55692115060602,4.049793177519637,274.8112216770855,2.37279244478268,3.139444553354937,4.57567354064127,54669,0,2407,7.9,N,N,154.155,,0.056,5.982,,0.685,0.315,,C,CU,,1.3753,MBA,0.2154057265259844,1671.264760719224,117.1348318466203
93,Aurora,3.15653853634675,0.09394476427079106,7.970756397203444,2.57472500882575,60.46841688899789,2.859998267637987,3.453078805055513,5.60821746931657,53787,0,3700,7.57,N,N,204.89,,0.0395,7.22,,0.663,0.301,,C,CP,,1.88276,MBA,0.1757468016816521,2048.401430667878,308.8636355745203
94,Arethusa,3.065326792033578,0.1525872372097024,12.99536706109092,243.0265829157397,153.928284555276,2.597597045692294,3.533056538374861,5.36689840161457,53556,0,2367,8,N,N,147.969,,0.058,8.705,,0.711,0.374,,Ch,C,,1.61219,MBA,0.1836491413869588,1960.25964118972,74.07274849032696
95,Aegle,3.050889459357941,0.1405965690791181,15.9731673336389,321.4970554657742,208.7460983164715,2.621944868732569,3.479834049983312,5.32902688103989,55405,0,2356,7.67,N,N,177.774,,0.048,13.868,,0.775,0.337,,T,T,,1.64137,MBA,0.1849542712712353,1946.42706829982,104.1265659743392
96,Klotho,2.668490429828724,0.2571372500847147,11.77760291105431,159.6242872718876,268.704550065927,1.982322138825188,3.354658720832261,4.3591988133313,54498,0,2816,7.63,N,N,100.717,,0.128,35.15,,0.716,0.226,,,M,,1.03657,MBA,0.2261026224253217,1592.197366569256,310.9934092886975
97,Ianthe,2.687760365454952,0.1867543762071531,15.57151830749099,353.9207044969311,158.725462066103,2.185809355010103,3.189711375899802,4.40650249517238,54435,0,2327,8.84,N,N,132.788,,0.029,16.479,,0.749,0.375,,Ch,CG,,1.20184,MBA,0.2236754170563564,1609.475036361711,125.6190487066482
98,Dike,2.665704207042007,0.1950032236569148,13.84727293561404,41.52310441446154,195.608775767496,2.145883293353016,3.185525120730999,4.35237330930043,38266,0,2414,9.43,N,N,67.354,,0.065,18.127,,0.703,0.322,,Xk,C,,1.13799,MBA,0.2264572023868925,1589.704351221982,244.4234030655667
99,Hekate,3.087283252207346,0.1692041577249139,6.431726467934714,127.1913928999927,184.5787771812822,2.564902089859369,3.609664414555323,5.42466492788168,54173,0,2614,7.67,N,N,85.734,,0.205,27.066,,0.838,0.363,,S,S,,1.54987,MBA,0.1816934864127067,1981.358864908783,246.4283277019856
100,Helena,2.58380089324868,0.1402330865254514,10.19447274847555,343.3897122698352,348.3528873095633,2.221466519021199,2.946135267476161,4.15333314893146,54279,0,1896,8.33,N,N,65.84,,0.1898,23.08,,0.854,0.426,,S,S,0.35,1.21145,MBA,0.2373097095813591,1517.004932647216,113.2828411134008
101,Miriam,2.662343773509722,0.2520325373404748,5.176794935591281,210.8577663590248,147.0569018063955,1.991346516999452,3.333341030019992,4.34414588624181,54622,0,2717,9.26,N,N,82.595,,0.051,23.613,,0.726,0.371,,C,P,,0.989341,MBA,0.2268860920368948,1586.69928494982,251.2289150993627
102,Hera,2.701656650287001,0.07919874401288174,5.418388038758586,136.0835988552988,188.4790000226965,2.487688836830221,2.915624463743781,4.44072044183769,54261,0,2459,7.66,N,N,83.908,,0.217,23.74,,0.853,0.441,,S,S,,1.47464,MBA,0.2219518873743103,1621.973141381217,355.1128602171956
103,Klymene,3.145016317110319,0.1605721897636607,2.790040249336136,41.67434019057399,31.83567840484055,2.640014160229472,3.650018473991167,5.57753824337114,48985,0,2740,8.27,N,N,136.553,,0.052,8.984,,0.688,0.34,,Ch,C,,1.6552,MBA,0.1767134962344662,2037.195843391307,278.3308486977864
104,Artemis,2.373917360562678,0.1773785018101277,21.44015552949212,188.2573461700294,57.03037350913883,1.952835455725018,2.794999265400339,3.65768749028832,42135,0,2450,8.57,N,N,112.326,,0.016,37.15506,,0.693,0.317,,Ch,C,0.1,1.01144,MBA,0.2694670569819139,1335.970355827809,166.4501912223437
105,Dione,3.186263512433768,0.1621661366107806,4.592184152974613,62.15755583561553,330.1541992183188,2.669559468398488,3.702967556469047,5.68762216010165,54213,0,2512,7.41,N,N,207.869,,0.044,16.21,,0.743,0.464,,Cgh,G,,1.67634,MBA,0.173293206831085,2077.403993977126,224.9628044965032
106,Camilla,3.49153854580527,0.06537689732547856,9.999894973698757,172.5968054343793,306.5943565118038,3.263272588788208,3.719804502822332,6.52429310617739,55116,0,3127,7.08,N,N,254,,0.059,4.844,0.7475,0.705,0.298,,X,C,0.08,2.29158,OMB,0.1510702029058652,2382.998057031293,326.4964761419486
107,Hecuba,3.236576263689376,0.05547508755637338,4.220482269351368,349.9860671844386,205.5650273317868,3.057026912078328,3.416125615300424,5.82286832650777,50873,0,2652,8.09,N,N,75.498,,0.148,14.256,,0.855,0.502,,Sl,S,,2.05678,OMB,0.1692681730206116,2126.802656256963,334.8633272916849
108,Felicitas,2.696073710862217,0.2988889027572925,7.842543254286427,2.800721437265851,57.45136935158978,1.890247197669827,3.501900224054607,4.42696251635423,54807,0,2248,8.75,N,N,82.588,,0.056,13.191,,0.696,0.408,,Ch,GC,0.04,0.915348,MBA,0.2226416599929237,1616.948059098383,251.9754550870337
109,Lydia,2.731441254291479,0.08145157110435765,5.96495350942074,56.86559515071237,283.1161075795628,2.508961072750181,2.953921435832777,4.51435802320067,54376,0,2456,7.8,N,N,86.09,,0.1808,10.927,,0.705,0.298,,X,M,0.2,1.50807,MBA,0.2183314390002126,1648.869267974043,206.9634030404723
110,Ate,2.593214392202516,0.1027068734599861,4.931572607177219,305.7385347899802,166.3973952486732,2.326873449767958,2.859555334637075,4.17605141627747,54422,0,2633,8.02,N,N,126.344,,0.062,22.072,,0.69,0.389,,Ch,C,,1.34401,MBA,0.2360187136407779,1525.302779795345,66.59198470141516
111,Iphigenia,2.433981119571712,0.1277009865079745,2.599052385435496,323.414411519972,17.30026514721153,2.12315932946062,2.744802909682803,3.79737957290287,54461,0,3069,9.84,N,N,69.818,,0.042,31.466,,0.696,0.284,,Ch,DCX,,1.11377,MBA,0.2595543227758253,1386.992889002772,68.94295123798346
112,Amalthea,2.375661941003476,0.08692281070298971,5.042971294839966,123.451641109173,78.70825037843616,2.169162727811334,2.582161154195619,3.66172025637068,54290,0,2884,8.74,N,N,50.137,,0.224,9.95,,0.925,0.521,,S,S,0.35,1.17311,MBA,0.269170284554851,1337.443323639389,136.0146031917511
113,Kassandra,2.678568836059156,0.1353613010496481,4.935771274102565,164.2032996871053,352.5416493774344,2.315994273459147,3.041143398659166,4.38391797611939,42786,0,2440,8.26,N,N,94.178,,0.089,10.7431,,0.768,0.269,,Xk,T,,1.32601,MBA,0.2248277200295669,1601.226040777608,61.60644343784044
114,Thyra,2.379582468914326,0.1931026262034161,11.59296382435433,308.7956619010364,97.14189622600486,1.92007884489936,2.839086092929291,3.67078833804457,53635,0,2128,7.51,N,N,79.83,,0.2747,7.241,,0.851,0.431,,S,S,0.12,0.969638,MBA,0.2685053434305611,1340.75544047078,16.74345778621508
115,Sirona,2.766288649485679,0.1420601645649684,3.564396960764964,63.71029666314759,94.53184710676868,2.373309228705539,3.159268070265818,4.60102342541376,53637,0,2630,7.82,N,N,71.70,,0.256,12.028,,0.873,0.429,,Sk,S,,1.38617,MBA,0.2142189231038138,1680.523806132376,222.2256740927276
116,Lomia,2.990315511327769,0.02762770758569244,14.90248311079075,348.775484864483,51.19681674267999,2.907699948791845,3.072931073863693,5.17110936275861,46233,0,2387,7.95,N,N,208.974,,0.027,9.127,,0.687,0.306,,X,XC,,1.92333,MBA,0.1906024827991182,1888.747694747581,149.269856663429
117,Peitho,2.436754880839049,0.164561863137488,7.745998246708344,47.68281149442242,33.40102612760752,2.035757957638808,2.837751804039291,3.80387265407983,53913,0,2661,9.14,N,N,40.211,,0.245,7.8055,,0.859,0.433,,S,S,,1.05591,MBA,0.2591112723793284,1389.364486902657,310.1762501378743
118,Althaea,2.581258245423302,0.08045541853796262,5.786176961706607,203.6540263171951,171.3465624099626,2.373582032933203,2.788934457913401,4.14720388504275,53891,0,2754,8.42,N,N,57.30,,0.2306,11.484,,0.874,0.342,,Sl,S,,1.37392,MBA,0.2376604359680273,1514.766219011864,351.0244570732615
119,Lachesis,3.119512826129681,0.05222761478230547,6.961644547307089,341.1739914782762,233.6346939038622,2.956588111938119,3.282437540321243,5.50983211000499,53879,0,2298,7.75,N,N,155.132,,0.058,46.551,,0.707,0.383,,C,C,,1.95778,MBA,0.1788849938962413,2012.466178179322,234.3178971589272
120,Hermione,3.451838968715325,0.1318773194198184,7.597630696274856,73.12248426848993,297.951481928939,2.996619698452278,3.907058238978373,6.41333599488044,53761,0,3553,7.31,N,N,209.00,,0.0482,5.55128,,0.739,0.425,,Ch,C,,2.00636,OMB,0.1536838681388829,2342.470972130079,218.8872435853227
121,Gerda,3.224719232069677,0.03170015330646539,1.640271664242935,178.1293826439563,321.7146667182603,3.122495138042761,3.326943326096593,5.79089997939422,53782,0,2827,7.87,N,N,70.676,,0.297,10.685,,0.776,0.41,,L,ST,,2.13584,OMB,0.1702026087265735,2115.126217473738,333.6578741042846
122,Brunhild,2.694897609387463,0.1204898013540085,6.413864975670335,307.7305972731812,125.7764565551185,2.370189931762975,3.019605287011951,4.42406608814955,53780,0,2682,8.9,N,N,45.209,,0.261,9.873,,0.85,0.395,,S,S,,1.39196,MBA,0.2227874230920032,1615.890138696622,319.8628627958198
123,Alkeste,2.630776463804824,0.07549287685736701,2.957084445128493,187.9836214876091,61.88221728184342,2.432171580183547,2.829381347426101,4.26711280479086,53758,0,3057,8.11,N,N,88.648,,0.128,9.906,,0.844,0.424,,S,S,0.19,1.41966,MBA,0.2309820078487155,1558.562951949861,214.3173302235631
124,Liberatrix,2.744361968409787,0.07777621339786973,4.663375889138998,168.99227001702,109.7857685576517,2.530915886313749,2.957808050505824,4.54642771577362,53720,0,3974,9.04,N,N,48.418,,0.182,3.968,,0.705,0.239,,X,M,0.33,1.51881,MBA,0.2167913678574436,1660.582723186316,164.3277593657283
125,Velleda,2.438405201144738,0.1065161105277524,2.924683944335285,23.30920055925621,328.1914587591809,2.178675763228159,2.698134639061317,3.80773763313845,53591,0,2825,9.27,N,N,44.82,,0.1723,5.3672,,0.865,0.496,,,S,,1.17273,MBA,0.2588482659072217,1390.776170503819,201.2196972149528
126,Johanna,2.755449784074257,0.06689320047944203,8.24485763882711,31.15550353511282,93.72358479305528,2.571128929257142,2.939770638891371,4.57400835322293,37320,0,2389,8.6,N,N,122,,0.042,12.7988,,,,,Ch,CX,,1.60307,MBA,0.2154841459074001,1670.656551014675,284.2293072073448
127,Nemesis,2.749885199409648,0.1274065975584059,6.245447182513216,76.24209972303758,303.7428179708494,2.399531682476646,3.10023871634265,4.56015965108673,53492,0,2364,7.49,N,N,162.515,,0.067,77.81,,0.685,0.392,,C,C,,1.40859,MBA,0.2161385475029743,1665.598312559429,72.001145050038
128,Antigone,2.868588386950578,0.2120347276246057,12.26563051909311,135.6782803081681,111.242585947282,2.260348029656405,3.476828744244751,4.85859340272737,42344,0,2892,7.07,N,N,113,,0.151,4.9572,,0.717,0.245,,X,M,0.33,1.28046,MBA,0.2028624751382314,1774.601240346173,299.9239282665252
129,Elektra,3.125184921658168,0.2087705721120546,22.77951975955743,145.0157629518265,237.4524769438119,2.472738277607626,3.777631565708711,5.52486642677438,45917,0,2971,7.12,N,N,180.652,,0.086,5.225,,0.753,0.483,,Ch,G,,1.54137,MBA,0.1783982104238855,2017.957462379342,305.9038870974345
130,Vala,2.432107242457958,0.0675232943723927,4.961349111898663,65.66033508281603,160.4478557524868,2.267883349180241,2.596331135735675,3.79299511844524,53479,0,3211,10.03,N,N,31.337,,0.246,5.1812,,0.829,0.402,,Xc,SU,,1.2585,MBA,0.2598543506092272,1385.391467012123,189.3446584674953
131,Aethra,2.608115351851031,0.3897105321498752,24.99469315307904,258.3926164593939,255.1993484250268,1.591705330172906,3.624525373529155,4.21209730579549,53464,0,2362,9.38,N,N,42.87,,0.199,5.1684,,0.673,0.188,,Xe,M,,0.772763,MCA,0.2339989349275997,1538.468540941802,272.4212982492211
132,Cyrene,3.063879244577715,0.1354922522493489,7.213056685008775,319.0199338624433,290.0113264008428,2.648747345109846,3.479011144045583,5.36309721332034,53400,0,2917,7.98,N,N,72.175,,0.279,12.708,,0.907,0.51,,S,SR,0.13,1.64564,MBA,0.1837793059054671,1958.871257165253,139.691348610394
133,Sophrosyne,2.562751518889254,0.116569376938704,11.60092878443602,345.9774301230593,84.52008651027519,2.264013171083616,2.861489866694891,4.10268290365487,51742,0,2052,8.76,N,N,108,,0.0364,17.196,,0.69,0.322,,Ch,C,0.28,1.31245,MBA,0.2402394497731017,1498.50493055994,110.2673577512372
134,Hertha,2.428396219266492,0.2069913825319087,2.303799898166181,343.5794855307636,340.1122252892179,1.925739128505261,2.931053310027723,3.78431713634999,49071,0,2521,8.23,N,N,79.24,,0.1436,8.403,,0.698,0.269,,Xk,M,,0.912862,MBA,0.2604502339141173,1382.221834051833,338.1262132429295
135,Austria,2.286339425807574,0.08521459441678242,9.579215943406206,186.4549294902053,132.8848725862256,2.091509938938282,2.481168912676865,3.45715825589453,51977,0,2580,9.69,N,N,36.893,,0.201,11.4969,,0.752,0.247,,Xe,M,,1.09158,MBA,0.2850972418422102,1262.727052965477,216.9039411468265
136,Meliboea,3.123351881484079,0.2117900515626253,13.4311231685523,202.2212033721907,107.253846914292,2.461857025456343,3.784846737511815,5.52000632223027,49138,0,2598,8.05,N,N,128.678,,0.065,25.676,,0.689,0.326,,,C,,1.48853,MBA,0.1785552816123099,2016.182309194605,39.24579084290094
137,Tolosa,2.448293668395134,0.1628483552596215,3.203784713719288,54.75674757101259,260.7307905362152,2.049593071304441,2.846994265485827,3.83092338361483,41435,0,2659,8.75,N,N,52.905,,0.273,10.101,,0.877,0.49,,,S,,1.03807,MBA,0.2572816484879753,1399.244765865318,245.5979682223334
138,Juewa,2.782193066347523,0.1748124590890466,10.90888209102397,1.829931262269281,165.6002682683905,2.295831054758818,3.268555077936228,4.64075988268198,45510,0,2383,7.78,N,N,151.116,,0.052,20.991,,0.693,0.287,,X,CP,,1.30419,MBA,0.2123846758470826,1695.037547149592,272.7234887377311
139,Siwa,2.733948258493632,0.2140709649078308,3.185417582108243,107.1799124360557,196.729890061508,2.148689316789817,3.319207200197448,4.52057458250624,52096,0,3396,8.34,N,N,109.79,,0.0676,34.445,,0.721,0.299,,Xc,P,,1.1329,MBA,0.2180311961186839,1651.139866260405,58.66234549322537
140,Lumen,2.664283192188837,0.214850230884064,11.89775268421176,318.4958591039678,57.94741700025693,2.091861333206534,3.23670505117114,4.34889357430558,51764,0,1776,8.4,N,N,117.916,,0.067,19.87,,,,,Ch,CPF,,1.11774,MBA,0.2266384004407233,1588.433378015113,159.2050080707946
141,Polana,2.418900605762048,0.13521551389963,2.239120334353443,291.2201151166752,292.0149025448711,2.091827717281806,2.74597349424229,3.76214246301419,44413,0,3126,10.27,N,N,54.812,,0.047,9.764,,0.621,0.236,,B,F,,1.08429,MBA,0.2619853695220999,1374.122534615934,42.96038541302496
142,Adria,2.760357227292375,0.0744060815450854,11.44456927659202,332.98383503871,252.3961040253357,2.554969862344893,2.965744592239857,4.58623322362267,50966,0,2594,9.12,N,N,95.377,,0.044,22.005,,0.738,0.336,,Xc,C,,1.57591,MBA,0.2149097604305891,1675.12168492818,81.08206612046206
143,Vibilia,2.655049606333427,0.2345040633284303,4.814381215750085,76.19644703599,294.6136961637899,2.032429685309689,3.277669527357165,4.32630528289978,41796,0,2382,7.91,N,N,142.38,,0.0597,13.819,,0.727,0.402,,Ch,C,0.17,1.03742,MBA,0.2278217136602352,1580.183004579145,7.365112057888659
144,Adeona,2.674520602821814,0.14416551367363,12.63561903700331,77.41042720544661,44.36212880978083,2.2889469662853,3.060094239358327,4.37398333394804,48921,0,2031,8.13,N,N,127.783,,0.061,15.071,,0.701,0.352,,Ch,C,,1.32302,MBA,0.2253383719406885,1597.597412724522,98.8585523346802
145,Lucina,2.718078994062229,0.06726758702549035,13.10113154532161,83.94559025430534,146.0037367994827,2.535240378786991,2.900917609337468,4.48127208796109,48968,0,2322,8.2,N,N,160.310,,0.036,18.557,,0.703,0.405,,Ch,C,0.11,1.53188,MBA,0.2199434142852955,1636.784630127787,58.97776286344449
146,Protogeneia,3.141319916556414,0.02552290635140079,1.933842546025238,248.2950380899989,98.2745973342778,3.061144302506355,3.221495530606474,5.56770804488501,49553,0,3068,8.7,N,N,132.93,,0.0492,7.8528,,0.678,0.293,,C,C,,2.05303,MBA,0.1770254969229287,2033.605363394249,272.7139946111501
147,Gallia,2.771509056230303,0.1870510008521331,25.28888470399122,145.0073664118305,252.7594776885558,2.253095513391674,3.289922599068932,4.61405381297341,51274,0,2922,7.63,N,N,97.75,,0.164,20.664,,0.858,0.423,,S,GU,,1.37349,MBA,0.2136139549556737,1685.283155188538,4.082243539941143
148,Medusa,2.175204880352843,0.06477636132709172,0.9393768092020196,159.6091668481077,250.9438654,2.034303023062654,2.316106737643032,3.20817799554735,46784,0,2903,10.79,N,N,23.719,,0.152,26.023,,0.803,0.5,,,S,,1.04413,MBA,0.3072230670291718,1171.787012873668,227.6273302996622
149,Nuwa,2.98320086261608,0.123166289349411,2.201283117571136,206.1451983691427,153.387282547997,2.615771081983696,3.350630643248465,5.15266545555242,44001,0,3012,8.23,N,N,119.128,,0.052,8.1347,,0.706,0.275,,Cb,CX,,1.61167,MBA,0.1912847422115215,1882.011057640521,327.3277967816921
150,Abundantia,2.591515989894868,0.03327258144499343,6.434814731891269,38.86607466893724,131.8396624729749,2.505289563055088,2.677742416734648,4.17194948744405,49150,0,2481,9.2,N,N,39.037,,0.233,9.864,,0.867,0.496,,Sl,S,,1.51343,MBA,0.2362507710924854,1523.80455028894,17.1492053512874
151,Atala,3.137107545556483,0.08077999091566976,12.12480391687872,39.89780256698486,59.37312621431387,2.883692026524951,3.390523064588014,5.55651272492756,41885,0,2336,8.33,N,N,58.964,,0.257,6.246,,0.882,0.452,,S,I,,1.92246,MBA,0.1773821697457566,2029.516272779791,230.0279323240283
152,Hilda,3.979617340230851,0.1402350787610391,7.82610781261538,228.1466129653276,38.88490384815186,3.421535389084781,4.537699291376922,7.93907992368052,45505,0,2676,7.48,N,N,170.63,,0.0618,5.957,,0.669,0.243,,X,P,,2.41041,OMB,0.1241486787943337,2899.74894212431,175.5098935906872
153,Bertha,3.196321087906202,0.0770093641080985,20.97197109892574,36.73368512100772,160.2812407598404,2.950174433441239,3.442467742371164,5.71457322989978,48870,0,2205,7.58,N,N,192.611,,0.044,25.224,,,,,C,,,1.952,MBA,0.1724759214232421,2087.247872220893,296.8430883559458
154,Scylla,2.755992772459618,0.2771384632223007,11.38752736679018,40.99489327661762,45.859914671435,1.992201170848392,3.519784374070845,4.57536044959033,52511,0,2202,11.39,N,N,39.605,,0.027,7.9597,,0.688,0.234,,,XFC,,1.02579,MBA,0.2154204666991444,1671.150404212869,89.09319138666893
155,Xanthippe,2.727097982451302,0.2272117365217108,9.78185203135244,241.8287623567741,338.2902590094997,2.107469314193688,3.346726650708916,4.50359486602376,43141,0,3115,8.64,N,N,143.346,,0.03,22.37,,0.713,0.315,,Ch,C,,1.10239,MBA,0.2188532300725728,1644.93802481518,121.7967234221851
156,Dejanira,2.580689559152283,0.1967756232309124,12.16235330971354,62.05289684102477,46.46539488979416,2.072872762784584,3.088506355519982,4.14583343246684,41990,0,1815,11.1,N,N,19.959,,0.173,15.825,,,,,,,,1.10915,MBA,0.2377389973386106,1514.265661208513,189.4451714814489
157,Koronis,2.870949344488314,0.05157967421451319,1.005094902287128,277.6990869680824,145.2642745624073,2.722866712613237,3.019031976363391,4.86459284797673,46100,0,2769,9.27,N,N,39.025,,0.213,14.218,,0.859,0.394,,S,S,,1.73552,MBA,0.2026122872292376,1776.792537723501,215.3001262765977
